objectid;nom;raison_sociale;type_reg;categorie;code_noga;branche;activite_detail;adresse;npa;localite;commune;telephone_principal_reg;telephone_secondaire_reg;telephone_site;telephone_final;telephone_source;email_reg;email_site;email_final;email_source;site_internet;site_normalise;scrape_status;pages_verifiees;fax;taille;type_local;complement_localisation;id_etablissement;id_entreprise;num_ide;latitude;longitude;source_principale;date_collecte
64559;Intbar Mogador SARL;Intbar Mogador SARL;Entreprise;Gestion restauration;561003;Administration et gestion d'établissements de restauration;;Rue De-MONTHOUX 16;1201;Genève;Genève;+41227317069;;;+41227317069;REG principal;contact@cafechichamogador.ch;;contact@cafechichamogador.ch;REG;http://cafechichamogador.ch;http://cafechichamogador.ch/;non necessaire;;;3-5 travailleurs;;;;1-4XH-15938;CHE112082732;46.210458564063075;6.148955536015376;SITG REG + site web public si disponible;2026-05-26
72222;"INTERTRADE, LUGENDO ROSE MICHAEL";"INTERTRADE, LUGENDO ROSE MICHAEL";Entreprise;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Rue du Prieuré 6;1202;Genève;Genève;;;;;non trouve;;;;non trouve;;;site absent;;;;;;;1-4XH-40045;CHE182695756;46.21365449915931;6.148331924070479;SITG REG + site web public si disponible;2026-05-26
23895;Isola Bella;Isola Bella;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Rue de Soleure 2;1207;Genève;Genève;+41227362828;;;+41227362828;REG principal;francesco.mlftn@gmail.com;;francesco.mlftn@gmail.com;REG;;;site absent;;;1-2 travailleurs;Hôtel/restaurant/bar/dancing;;1-4XH-46609;1-5KZ3MH;;46.20571790750068;6.163407319486248;SITG REG + site web public si disponible;2026-05-26
26653;Italian Pub;Italian Pub;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Boulevard Carl-VOGT 20;1205;Genève;Genève;+41223283060;;;+41223283060;REG principal;contact@i-pub.ch;;contact@i-pub.ch;REG;https://i-pub.ch/;https://i-pub.ch/;non necessaire;;;6-9 travailleurs;Hôtel/restaurant/bar/dancing;;1-4XH-59267;1-B3FF3;;46.20014848823115;6.131823178146604;SITG REG + site web public si disponible;2026-05-26
85103;Italica SA;Italica SA;Entreprise;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Rue du Mont-Blanc 30;1201;Genève;Genève;+41227314540;+41792405833;;+41227314540;REG principal;;;;non trouve;;;site absent;;;6-9 travailleurs;;Métro Shopping Cornavin;;1-4XH-8098;CHE101728317;46.2094564268644;6.1430836910277575;SITG REG + site web public si disponible;2026-05-26
79882;IU-ALI-BABA Sàrl;IU-ALI-BABA Sàrl;Entreprise;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Rue de Lausanne 65;1202;Genève;Genève;+41227387100;;;+41227387100;REG principal;;;;non trouve;;;site absent;;;6-9 travailleurs;;;;1-4XH-67555;CHE310282793;46.215522312669336;6.146911424489106;SITG REG + site web public si disponible;2026-05-26
25630;Izakaya by Danny Khezzar;Izakaya by Danny Khezzar;Etablissement;Discotheque/night club;563002;"Discothèques, dancings, night clubs";;Quai du Seujet 18;1201;Genève;Genève;+41227310044;;;+41227310044;REG principal;admin@izakaya.group.ch;;admin@izakaya.group.ch;REG;https://izakaya.group.ch;https://izakaya.group.ch/;non necessaire;;;20-49 travailleurs;Hôtel/restaurant/bar/dancing;;1-4XH-54806;1-4XH-12964;;46.205349345143;6.13559800559476;SITG REG + site web public si disponible;2026-05-26
86942;Jacjac SA;Jacjac SA;Entreprise;Bar;563001;Bars;;Rue de Berne 7;1201;Genève;Genève;+41227329663;;;+41227329663;REG principal;postcafe7@hotmail.com;;postcafe7@hotmail.com;REG;;;site absent;;;10-19 travailleurs;;;;1-4XH-86445;CHE100333229;46.20899503824887;6.144685603352593;SITG REG + site web public si disponible;2026-05-26
17923;Jacques;Jacques;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Grand-Rue 22;1204;Genève;Genève;+41765886151;;;+41765886151;REG principal;info@jacques-geneve.ch;;info@jacques-geneve.ch;REG;;;site absent;;;3-5 travailleurs;Hôtel/restaurant/bar/dancing;;1-4XH-24180;1-46LODV;;46.201826012448855;6.145827939654925;SITG REG + site web public si disponible;2026-05-26
84969;JADE TRADING SA;JADE TRADING SA;Entreprise;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Avenue Giuseppe-MOTTA 30;1202;Genève;Genève;+41227345627;;;+41227345627;REG principal;jadetrading@bluewin.ch;;jadetrading@bluewin.ch;REG;;;site absent;;+41227331927;3-5 travailleurs;;;;1-4XH-8131;CHE109097845;46.21803541696134;6.133411202925654;SITG REG + site web public si disponible;2026-05-26
13470;Jame's Pub;Jame's Pub;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Rue De-MONTHOUX 64;1201;Genève;Genève;+41227316310;;;+41227316310;REG principal;jamespub64@bluewin.ch;;jamespub64@bluewin.ch;REG;https://www.jamespub.net;https://www.jamespub.net/;non necessaire;;;10-19 travailleurs;Hôtel/restaurant/bar/dancing;;1-4XH-1173;1-4XH-1172;;46.211582211018055;6.145321273569214;SITG REG + site web public si disponible;2026-05-26
25503;Jardin des Crêpes;Jardin des Crêpes;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Avenue du Mail 25BIS;1205;Genève;Genève;+41223288528;;;+41223288528;REG principal;;;;non trouve;;;site absent;;;1-2 travailleurs;Hôtel/restaurant/bar/dancing;;1-4XH-53673;1-KKYGY;;46.19635044319178;6.140389883470917;SITG REG + site web public si disponible;2026-05-26
24946;Jardin Diodore;Jardin Diodore;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Boulevard Carl-VOGT 46;1205;Genève;Genève;+41223368555;;;+41223368555;REG principal;info@jardindiodore.ch;;info@jardindiodore.ch;REG;https://jardindiodore.ch/;https://jardindiodore.ch/;non necessaire;;;1-2 travailleurs;Hôtel/restaurant/bar/dancing;;1-4XH-44425;1-3BXJ0Q;;46.19798234087022;6.135721011084026;SITG REG + site web public si disponible;2026-05-26
15993;Jardin du Bonheur;Jardin du Bonheur;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";Spécilaités chinoises;Place de Cornavin 16;1201;Genève;Genève;+41227314817;;;+41227314817;REG principal;;;;non trouve;;;site absent;;;3-5 travailleurs;Hôtel/restaurant/bar/dancing;;1-4XH-15412;1-4XH-15411;;46.20983250648871;6.143597213667909;SITG REG + site web public si disponible;2026-05-26
88039;Jashari Vaxhid;Jashari Vaxhid;Entreprise;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Rue de Lausanne 28BIS;1201;Genève;Genève;+41227318783;;;+41227318783;REG principal;v.jashari@hotmail.com;;v.jashari@hotmail.com;REG;;;site absent;;;1-2 travailleurs;;;;1-4XH-8876;CHE109065288;46.212527141566206;6.145176754987811;SITG REG + site web public si disponible;2026-05-26
29113;Jazz Café;Jazz Café;Etablissement;Bar;563001;Bars;;Rue Jean-Antoine-GAUTIER 18;1201;Genève;Genève;+41227383858;;;+41227383858;REG principal;;;;non trouve;;;site absent;;;Sans travailleur;Hôtel/restaurant/bar/dancing;;1-4XH-6365;1-4XH-6364;;46.21400875899046;6.149462988388511;SITG REG + site web public si disponible;2026-05-26
82256;JCGB SARL;JCGB SARL;Entreprise;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Boulevard Carl-VOGT 80;1205;Genève;Genève;+41224368818;;;+41224368818;REG principal;;;;non trouve;;;site absent;;;10-19 travailleurs;;;;1-4XH-72720;CHE230456570;46.196196038955875;6.138655669627537;SITG REG + site web public si disponible;2026-05-26
36105;Jeck's Place;Jeck's Place;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Rue de Neuchâtel 14;1201;Genève;Genève;+41227313303;;;+41227313303;REG principal;jecksplace@yahoo.com;;jecksplace@yahoo.com;REG;http://www.jecks-place.ch;http://www.jecks-place.ch/;non necessaire;;;3-5 travailleurs;Hôtel/restaurant/bar/dancing;;1-4XH-93887;1-4XH-93886;;46.210779736188634;6.145749532322597;SITG REG + site web public si disponible;2026-05-26
89277;Jeck's Place SA;Jeck's Place SA;Entreprise;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Rue de Neuchâtel 14;1201;Genève;Genève;+41227313303;;;+41227313303;REG principal;jecksplace@yahoo.com;;jecksplace@yahoo.com;REG;http://www.jecks-place.ch;http://www.jecks-place.ch/;non necessaire;;;3-5 travailleurs;;;;1-4XH-93886;CHE103250746;46.210779736188634;6.145749532322597;SITG REG + site web public si disponible;2026-05-26
68919;Jenifer Bezli;Jenifer Bezli;Entreprise;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Rue de la Tour-Maîtresse 6;1204;Genève;Genève;+41223109746;;;+41223109746;REG principal;;;;non trouve;;;site absent;;;1-2 travailleurs;;;;1-4XH-28738;CHE113973013;46.202651801986;6.151553159150687;SITG REG + site web public si disponible;2026-05-26
15098;Jet 7 Café;Jet 7 Café;Etablissement;Bar;563001;Bars;;Rue DIZERENS 3;1205;Genève;Genève;+41796916815;;;+41796916815;REG principal;;;;non trouve;;;site absent;;;1-2 travailleurs;Hôtel/restaurant/bar/dancing;;1-4XH-16703;1-4XH-16702;;46.19279932620935;6.143308795953638;SITG REG + site web public si disponible;2026-05-26
17978;Jeu-de-l'Arc;Jeu-de-l'Arc;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Avenue de Frontenex 5;1207;Genève;Genève;+41227368854;;;+41227368854;REG principal;gorlanni@bluewin.ch;;gorlanni@bluewin.ch;REG;http://www.jeudelarc.ch;http://www.jeudelarc.ch/;non necessaire;;;6-9 travailleurs;Hôtel/restaurant/bar/dancing;;1-4XH-243;1-4XH-242;;46.20186802669659;6.157071328042153;SITG REG + site web public si disponible;2026-05-26
75218;João Manuel BATISTA DE SOUSA MACHADO;João Manuel BATISTA DE SOUSA MACHADO;Entreprise;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Rue de Montbrillant 10;1201;Genève;Genève;+41227330398;;;+41227330398;REG principal;lecorailrose@bluewin.ch;;lecorailrose@bluewin.ch;REG;http://www.lecorailrose.com;http://www.lecorailrose.com/;non necessaire;;;1-2 travailleurs;;;;1-4XH-48566;CHE290055358;46.21159012028184;6.1416658421803465;SITG REG + site web public si disponible;2026-05-26
83135;José Antonio Varela Martinez;José Antonio Varela Martinez;Entreprise;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Rue du Grand-Pré 45;1202;Genève;Genève;+41227349119;;;+41227349119;REG principal;;;;non trouve;;;site absent;;;1-2 travailleurs;;;;1-4XH-74315;CHE293670755;46.21477240065533;6.133892205718145;SITG REG + site web public si disponible;2026-05-26
28226;Jour Genève Malbuisson;Jour Genève Malbuisson;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Rue du Marché 3;1204;Genève;Genève;+41228108064;;;+41228108064;REG principal;contact@jour.fr;;contact@jour.fr;REG;http://www.jour.fr;http://www.jour.fr/;non necessaire;;;3-5 travailleurs;Hôtel/restaurant/bar/dancing;Galerie Jean-Malbuisson;1-4XH-67267;1-4XH-59725;;46.203444962521566;6.146143155820179;SITG REG + site web public si disponible;2026-05-26
78539;JOUR Genève Sàrl;JOUR Genève Sàrl;Entreprise;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Rue du Marché 3;1204;Genève;Genève;+41225255587;;;+41225255587;REG principal;jba@jour.fr;;jba@jour.fr;REG;http://www.jour.fr;http://www.jour.fr/;non necessaire;;;3-5 travailleurs;;;;1-4XH-59725;CHE450391495;46.203444962521566;6.146143155820179;SITG REG + site web public si disponible;2026-05-26
46424;JUDE Sàrl;JUDE Sàrl;Entreprise;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Cours de Rive 19;1207;Genève;Genève;+41227355959;;;+41227355959;REG principal;;;;non trouve;;;site absent;;;3-5 travailleurs;;;;1-1PNU3N;CHE290857263;46.201390459435565;6.155293052738343;SITG REG + site web public si disponible;2026-05-26
15975;Ka Kitchen;Ka Kitchen;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Rue du 31-Décembre 32;1207;Genève;Genève;+41796883132;;"+41228139256; +41796883132";+41796883132;REG principal;hey@kakitchen.com;;hey@kakitchen.com;REG;https://www.kastudio.ch;https://www.kastudio.ch/;contacts trouves sur site;https://www.kastudio.ch/ | https://www.kastudio.ch/contact | https://www.kastudio.ch/contact/ | https://www.kastudio.ch/contacts (erreur) | https://www.kastudio.ch/contactez-nous (erreur);;6-9 travailleurs;Hôtel/restaurant/bar/dancing;;1-4XH-14520;1-4VMX5C;;46.202993995253955;6.160139587484132;SITG REG + site web public si disponible;2026-05-26
17866;Ka-Bhan;Ka-Bhan;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Rue CHANDIEU 5;1202;Genève;Genève;+41795415702;;;+41795415702;REG principal;ka-bhan@bluewin.ch;;ka-bhan@bluewin.ch;REG;;;site absent;;;3-5 travailleurs;Hôtel/restaurant/bar/dancing;;1-4XH-22906;1-4XH-41825;;46.21610937040421;6.134073879933077;SITG REG + site web public si disponible;2026-05-26
28466;Kabul Restaurant;Kabul Restaurant;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Rue des Pâquis 11;1201;Genève;Genève;+41783110517;;;+41783110517;REG principal;;;;non trouve;;;site absent;;;3-5 travailleurs;Hôtel/restaurant/bar/dancing;;1-4XH-68547;1-5JKYYO;;46.21033570497044;6.148363559790505;SITG REG + site web public si disponible;2026-05-26
30051;Kapris;Kapris;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";Spécialités turques;Route de Meyrin 4;1202;Genève;Genève;+41227343683;;;+41227343683;REG principal;info@kapris.ch;;info@kapris.ch;REG;https://kapris.ch;https://kapris.ch/;non necessaire;;;3-5 travailleurs;Hôtel/restaurant/bar/dancing;;1-4XH-72828;1-4XH-72827;;46.21418568478711;6.1289492742338;SITG REG + site web public si disponible;2026-05-26
81877;KAPRIS S.A.;KAPRIS S.A.;Entreprise;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Route de Meyrin 4;1202;Genève;Genève;+41227343683;;;+41227343683;REG principal;cafe.kapris@bluewin.ch;;cafe.kapris@bluewin.ch;REG;http://www.kapris.ch;http://www.kapris.ch/;non necessaire;;+41227343685;3-5 travailleurs;;;;1-4XH-72827;CHE383307638;46.21418568478711;6.1289492742338;SITG REG + site web public si disponible;2026-05-26
65736;Karim Farshidi Nia;Karim Farshidi Nia;Entreprise;Gestion restauration;561003;Administration et gestion d'établissements de restauration;;Rue de Lausanne 16;1201;Genève;Genève;+41227312528;;;+41227312528;REG principal;;;;non trouve;;;site absent;;;;;;;1-4XH-18907;CHE112620463;46.21108830375465;6.144402806541574;SITG REG + site web public si disponible;2026-05-26
86127;Kasbar Sàrl;Kasbar Sàrl;Entreprise;Gestion restauration;561003;Administration et gestion d'établissements de restauration;;Rue Henri-BLANVALET 23;1207;Genève;Genève;+41227362746;;;+41227362746;REG principal;contact@kasbar-restaurant.com;;contact@kasbar-restaurant.com;REG;https://kasbar-restaurant.com;https://kasbar-restaurant.com/;non necessaire;;;;;;;1-4XH-83311;CHE151947672;46.203507121406;6.159236197532111;SITG REG + site web public si disponible;2026-05-26
83299;KATANA Lin Sàrl;KATANA Lin Sàrl;Entreprise;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Avenue de la Gare-des-Eaux-Vives 22A;1208;Genève;Genève;+41227865888;;;+41227865888;REG principal;info@katanasushi.ch;;info@katanasushi.ch;REG;https://www.katanasushi.ch;https://www.katanasushi.ch/;non necessaire;;;3-5 travailleurs;;;;1-4XH-74176;CHE425400582;46.201955313259276;6.168650111229955;SITG REG + site web public si disponible;2026-05-26
19134;Katrépices;Katrépices;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";"Restauration et cours, atelier de cuisine";Place de la Synagogue 1;1204;Genève;Genève;+41223114411;;;+41223114411;REG principal;contact@katrepices.com;;contact@katrepices.com;REG;https://katrepices.com/;https://katrepices.com/;non necessaire;;;6-9 travailleurs;Hôtel/restaurant/bar/dancing;;1-4XH-28938;1-4XH-27098;;46.20292241924423;6.140453176451717;SITG REG + site web public si disponible;2026-05-26
69306;KATRÉPICES Sàrl;KATRÉPICES Sàrl;Entreprise;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Place de la Synagogue 1;1204;Genève;Genève;+41223114411;;;+41223114411;REG principal;contact@katrepices.com;;contact@katrepices.com;REG;http://www.katrepices.com;http://www.katrepices.com/;non necessaire;;;6-9 travailleurs;;;;1-4XH-27098;CHE113768499;46.20292241924423;6.140453176451717;SITG REG + site web public si disponible;2026-05-26
13927;Kervan Café;Kervan Café;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Rue des Bains 23;1205;Genève;Genève;+41223206954;;;+41223206954;REG principal;;;;non trouve;;;site absent;;;1-2 travailleurs;Hôtel/restaurant/bar/dancing;;1-4XH-12037;1-4XH-12036;;46.19803665136629;6.136459856794764;SITG REG + site web public si disponible;2026-05-26
19399;Ketori;Ketori;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";Restauration japonaise;Rue Pedro-MEYLAN 1;1208;Genève;Genève;+41227003155;;;+41227003155;REG principal;nbenhamou@bluewin.ch;;nbenhamou@bluewin.ch;REG;http://www.ketori.ch;http://www.ketori.ch/;non necessaire;;;3-5 travailleurs;Hôtel/restaurant/bar/dancing;;1-4XH-28638;1-4XH-28637;;46.19553973220616;6.163732111128189;SITG REG + site web public si disponible;2026-05-26
9777;KFC Kentucky Fried Chicken les Cygnes;KFC Kentucky Fried Chicken les Cygnes;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Rue des Alpes 22;1201;Genève;Genève;+41225551781;;;+41225551781;REG principal;kfc.cygnes@sogood.swiss;;kfc.cygnes@sogood.swiss;REG;;;site absent;;;20-49 travailleurs;Hôtel/restaurant/bar/dancing;Centre commercial Les Cygnes;1-3IN00;1-4XH-30979;;46.21049966154969;6.144429218281624;SITG REG + site web public si disponible;2026-05-26
30337;Khora;Khora;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Avenue PICTET-De-ROCHEMONT 8;1207;Genève;Genève;+41227363912;;;+41227363912;REG principal;info@khora-geneve.com;;info@khora-geneve.com;REG;https://www.khora-geneve.com;https://www.khora-geneve.com/;non necessaire;;;20-49 travailleurs;Hôtel/restaurant/bar/dancing;;1-4XH-74536;1-QMLRD;;46.202215093828165;6.157476118703281;SITG REG + site web public si disponible;2026-05-26
45345;King Ben SA;King Ben SA;Entreprise;Bar;563001;Bars;;Rue SISMONDI 8;1201;Genève;Genève;+41229002200;;;+41229002200;REG principal;;;;non trouve;;;site absent;;;3-5 travailleurs;;;;1-117D25;CHE311427166;46.21003928523256;6.147522726924733;SITG REG + site web public si disponible;2026-05-26
14920;KING KEBAB;KING KEBAB;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Rue des Deux-Ponts 25;1205;Genève;Genève;;;;;non trouve;hajaliyousuf@gmail.com;;hajaliyousuf@gmail.com;REG;;;site absent;;;3-5 travailleurs;Hôtel/restaurant/bar/dancing;;1-4XH-12223;1-51WQW3;;46.20073016934758;6.129793752217516;SITG REG + site web public si disponible;2026-05-26
51393;King Red Chilli Sàrl;King Red Chilli Sàrl;Entreprise;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Route de Meyrin 4;1202;Genève;Genève;;;;;non trouve;;;;non trouve;;;site absent;;;10-19 travailleurs;;;;1-2II23Q;CHE416173447;46.21418568478711;6.1289492742338;SITG REG + site web public si disponible;2026-05-26
72794;King's Club Importor SA;King's Club Importor SA;Entreprise;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Rue du Rhône 19;1204;Genève;Genève;+41223113200;;;+41223113200;REG principal;info@riverside-geneve.ch;;info@riverside-geneve.ch;REG;https://www.riverside-geneve.ch/;https://www.riverside-geneve.ch/;non necessaire;;;10-19 travailleurs;;;;1-4XH-4344;CHE102612350;46.20460082667224;6.145620675961923;SITG REG + site web public si disponible;2026-05-26
30593;Kiosque Notre-Dame;Kiosque Notre-Dame;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";Sandwicherie;Place de Cornavin 2;1201;Genève;Genève;+41225031729;+41763847732;;+41225031729;REG principal;shabanelezi06@gmail.com;;shabanelezi06@gmail.com;REG;;;site absent;;;1-2 travailleurs;Hôtel/restaurant/bar/dancing;;1-4XH-72428;1-J8WE9;;46.20853480929124;6.142777905277696;SITG REG + site web public si disponible;2026-05-26
23721;Kiran;Kiran;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";Spécialités indiennes;Rue KLÉBERG 8;1201;Genève;Genève;+41227314242;;;+41227314242;REG principal;kirangeneve@gmail.com;;kirangeneve@gmail.com;REG;https://www.kiran-geneve.com;https://www.kiran-geneve.com/;non necessaire;;;10-19 travailleurs;Hôtel/restaurant/bar/dancing;;1-4XH-49072;1-L1D96;;46.206953765765796;6.145382822763474;SITG REG + site web public si disponible;2026-05-26
65033;Kirin Sàrl;Kirin Sàrl;Entreprise;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Rue de Neuchâtel 4;1201;Genève;Genève;+41227381288;;"+41227381288; +41764753830; +41765315440; +41786192828";+41227381288;REG principal;;linguo19721109@gmail.com;linguo19721109@gmail.com;site web;https://www.kirin-sushi.ch/fr;https://www.kirin-sushi.ch/fr;contacts trouves sur site;https://www.kirin-sushi.ch/fr;;3-5 travailleurs;;;;1-4XH-15747;CHE112084866;46.210245986357755;6.145338830333816;SITG REG + site web public si disponible;2026-05-26
22448;Kisa Kebab;Kisa Kebab;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Rue des Eaux-Vives 14;1207;Genève;Genève;+41227002798;;;+41227002798;REG principal;;;;non trouve;;;site absent;;;3-5 travailleurs;Hôtel/restaurant/bar/dancing;;1-4XH-42103;1-4XH-52662;;46.20374005677657;6.1579638923144575;SITG REG + site web public si disponible;2026-05-26
26581;Kisaku Sushi;Kisaku Sushi;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Rue de la Rôtisserie 8;1204;Genève;Genève;+41223103636;;;+41223103636;REG principal;alexjiangchen@sina.com;;alexjiangchen@sina.com;REG;https://www.kisakusushi.ch;https://www.kisakusushi.ch/;non necessaire;;;3-5 travailleurs;Hôtel/restaurant/bar/dancing;;1-4XH-53418;1-4XH-53417;;46.202788252468395;6.145957252503536;SITG REG + site web public si disponible;2026-05-26
13474;KO-AH;KO-AH;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Rue de l'Ancien-Port 14;1201;Genève;Genève;+41227380806;;;+41227380806;REG principal;contact@koah.ch;;contact@koah.ch;REG;https://koah.ch/;https://koah.ch/;non necessaire;;;3-5 travailleurs;Hôtel/restaurant/bar/dancing;;1-4XH-1175;1-1KE8D8;;46.21232859098744;6.150227562583848;SITG REG + site web public si disponible;2026-05-26
63201;Kongseng Theuambounmy Shogun;Kongseng Theuambounmy Shogun;Entreprise;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Rue du 31-Décembre 16;1207;Genève;Genève;+41227369306;;;+41227369306;REG principal;restaurant.shogun@live.fr;;restaurant.shogun@live.fr;REG;https://www.leshogun.ch/;https://www.leshogun.ch/;non necessaire;;+41227369537;3-5 travailleurs;;;;1-4XH-14946;CHE110016977;46.20417709936894;6.1589303722761795;SITG REG + site web public si disponible;2026-05-26
31068;Kony Bubble Tea Terrassière;Kony Bubble Tea Terrassière;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Rue de la Terrassière 8;1207;Genève;Genève;;;;;non trouve;info@konybubbletea.ch;info@konybubbletea.ch;info@konybubbletea.ch;REG;http://konybubbletea.ch/;http://konybubbletea.ch/;contacts trouves sur site;http://konybubbletea.ch/ | http://konybubbletea.ch/contact | http://konybubbletea.ch/contact/ | http://konybubbletea.ch/contacts | http://konybubbletea.ch/contactez-nous;;3-5 travailleurs;Hôtel/restaurant/bar/dancing;;1-4XH-69076;1-1140DH;;46.200882060353656;6.156609092615535;SITG REG + site web public si disponible;2026-05-26
75071;Koroleva Irina;Koroleva Irina;Entreprise;Bar;563001;Bars;;Rue SISMONDI 5;1201;Genève;Genève;+41786362329;;;+41786362329;REG principal;ikf7996@voila.fr;;ikf7996@voila.fr;REG;;;site absent;;;1-2 travailleurs;;;;1-4XH-49389;CHE444387516;46.20993098968142;6.147456615061728;SITG REG + site web public si disponible;2026-05-26
81644;KOTOBUKI SARL;KOTOBUKI SARL;Entreprise;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Rue du Fort-Barreau 23;1201;Genève;Genève;+41227403080;;;+41227403080;REG principal;kozanjaponais@gmail.com;;kozanjaponais@gmail.com;REG;http://kozan-geneve.ch;http://kozan-geneve.ch/;non necessaire;;;6-9 travailleurs;;;;1-4XH-7327;CHE102827175;46.21170106792551;6.139297125125035;SITG REG + site web public si disponible;2026-05-26
